Participant ID,Participant Hash,Question,Answer,Short Title,Age,Gender,Country
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,"How willing or unwilling are you to take risks? Using a scale from 0 to 10, please answer with a single number.",I would rate my willingness to take risks as a 5.,Willingness to take risk,54,male,Jordan
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,"How willing are you to give up something that is beneficial for you today in order to benefit more from that in the future? Please indicate your answer on a scale from 0 to 10, answer with a single number, don't add other words.",7,Willingness to delay consumption,54,male,Jordan
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,"How willing are you to punish someone who treats you unfairly, even if there may be costs for you? Please indicate your answer on a scale from 0 to 10, please answer with a single number, don't add other words.",7,Personal retribution,54,male,Jordan
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,"How willing are you to punish someone who treats others unfairly, even if there may be costs for you? Please indicate your answer on a scale from 0 to 10, answer with a single number, don't add other words.",8,Retribution on others' behalf,54,male,Jordan
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,"How willing are you to give to good causes without expecting anything in return? Please indicate your answer on a scale from 0 to 10, answer with a single number, don't add other words.",8,Willingness to donate,54,male,Jordan
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,"How well does the following statement describe you? Please indicate your answer on a scale from 0 to 10. Please answer with a single number: When someone does me a favor, I am willing to return it.",8,Will return favor,54,male,Jordan
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,"How well does the following statement describe you? Please indicate your answer on a scale from 0 to 10. Please answer with a single number: If I am treated very unjustly, I will take revenge at the first occasion, even if there is a cost to do so.",2,Will do revenge,54,male,Jordan
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,How well does the following statement describe you? Please indicate your answer on a scale from 0 to 10. Please answer with a single number: I assume that people have only the best intentions.,4,People have best intentions,54,male,Jordan
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,How well does the following statement describe you? Please indicate your answer on a scale from 0 to 10. Please answer with a single number: I am good at math.,7,Good at math,54,male,Jordan
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,How well does the following statement describe you? Please indicate your answer on a scale from 0 to 10. Please answer with a single number: I tend to postpone tasks even if I know it would be better to do them right away.,7,Procrastinate,54,male,Jordan
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,"You are in an area you are not familiar with, and you realize that you lost your way. You ask a stranger for directions. The stranger offers to take you to your destination. Helping you costs the stranger about 40 U.S. dollars in total. However, the stranger says they do not want any money from you. You have six presents with you with values 10, 20, 30, 50, and 60$ respectively. What is the value of the present you would give? Only answer with a single number, answer with 0 if you don't want to give one.",30,Present giving,54,male,Jordan
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,"Imagine the following situation: Today you unexpectedly received 1,600 U.S. dollars. How much of this amount would you donate to a good cause? Please answer with a single number.",500,Donate,54,male,Jordan
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 30 JOD and the same 50-percent chance of receiving nothing, OR Option 2: 1 JOD as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0,Risk 1,54,male,Jordan
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,What would you prefer? Option 1: A payment of 20 JOD today OR Option 2: 20.6 JOD in 12 months. Please assume there is no inflation. Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.,Option 1,Delay 20.6,54,male,Jordan
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,What would you prefer? Option 1: A payment of 20 JOD today OR Option 2: 21.22 JOD in 12 months. Please assume there is no inflation. Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.,1,Delay 21.22,54,male,Jordan
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,Imagine someone did you a favor that cost them 1 JOD. How much would you be willing to spend to return the favor? Please answer with a single number.,1.5 JOD,Reciprocation 1,54,male,Jordan
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,Imagine someone did you a favor that cost them 2 JOD. How much would you be willing to spend to return the favor? Please answer with a single number.,3 JOD,Reciprocation 2,54,male,Jordan
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,Imagine someone did you a favor that cost them 3 JOD. How much would you be willing to spend to return the favor? Please answer with a single number.,4 JOD,Reciprocation 3,54,male,Jordan
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,Imagine someone did you a favor that cost them 4 JOD. How much would you be willing to spend to return the favor? Please answer with a single number.,4.0,Reciprocation 4,54,male,Jordan
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,Imagine someone did you a favor that cost them 4 JOD. How much would you be willing to spend to return the favor? Please answer with a single number.,4.0,Reciprocation 4,54,male,Jordan
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,Imagine someone did you a favor that cost them 5 JOD. How much would you be willing to spend to return the favor? Please answer with a single number.,5 JOD,Reciprocation 5,54,male,Jordan
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,Imagine someone did you a favor that cost them 6 JOD. How much would you be willing to spend to return the favor? Please answer with a single number.,10 JOD,Reciprocation 6,54,male,Jordan
172678c6-3791-46a1-a5a9-7d14fc80acdd,462463faa92467b3a62c5f618260dca771ec86099e3fbc97a79f6cdd623930f9,You unexpectedly received 200.0 JOD. How much of this amount would you donate to a good cause? Please answer with a single number.,50.0,Donation 200.0,54,male,Jordan
4c2be0b9-b149-462f-a9e1-f5fafcf8ae53,aa93c68f142e862ad549f3d2bdf414a01a957369b08b2a78f26a1162056ee1c4,"How willing or unwilling are you to take risks? Using a scale from 0 to 10, please answer with a single number.",I would rate my willingness to take risks as a 6.,Willingness to take risk,22,female,Jordan
4c2be0b9-b149-462f-a9e1-f5fafcf8ae53,aa93c68f142e862ad549f3d2bdf414a01a957369b08b2a78f26a1162056ee1c4,"How willing are you to give up something that is beneficial for you today in order to benefit more from that in the future? Please indicate your answer on a scale from 0 to 10, answer with a single number, don't add other words.",7,Willingness to delay consumption,22,female,Jordan
4c2be0b9-b149-462f-a9e1-f5fafcf8ae53,aa93c68f142e862ad549f3d2bdf414a01a957369b08b2a78f26a1162056ee1c4,"How willing are you to punish someone who treats you unfairly, even if there may be costs for you? Please indicate your answer on a scale from 0 to 10, please answer with a single number, don't add other words.",8,Personal retribution,22,female,Jordan
4c2be0b9-b149-462f-a9e1-f5fafcf8ae53,aa93c68f142e862ad549f3d2bdf414a01a957369b08b2a78f26a1162056ee1c4,"How willing are you to punish someone who treats others unfairly, even if there may be costs for you? Please indicate your answer on a scale from 0 to 10, answer with a single number, don't add other words.",8,Retribution on others' behalf,22,female,Jordan
4c2be0b9-b149-462f-a9e1-f5fafcf8ae53,aa93c68f142e862ad549f3d2bdf414a01a957369b08b2a78f26a1162056ee1c4,"How willing are you to give to good causes without expecting anything in return? Please indicate your answer on a scale from 0 to 10, answer with a single number, don't add other words.",8,Willingness to donate,22,female,Jordan
4c2be0b9-b149-462f-a9e1-f5fafcf8ae53,aa93c68f142e862ad549f3d2bdf414a01a957369b08b2a78f26a1162056ee1c4,"How well does the following statement describe you? Please indicate your answer on a scale from 0 to 10. Please answer with a single number: When someone does me a favor, I am willing to return it.",8,Will return favor,22,female,Jordan
4c2be0b9-b149-462f-a9e1-f5fafcf8ae53,aa93c68f142e862ad549f3d2bdf414a01a957369b08b2a78f26a1162056ee1c4,"How well does the following statement describe you? Please indicate your answer on a scale from 0 to 10. Please answer with a single number: If I am treated very unjustly, I will take revenge at the first occasion, even if there is a cost to do so.",4,Will do revenge,22,female,Jordan
4c2be0b9-b149-462f-a9e1-f5fafcf8ae53,aa93c68f142e862ad549f3d2bdf414a01a957369b08b2a78f26a1162056ee1c4,How well does the following statement describe you? Please indicate your answer on a scale from 0 to 10. Please answer with a single number: I assume that people have only the best intentions.,6,People have best intentions,22,female,Jordan
4c2be0b9-b149-462f-a9e1-f5fafcf8ae53,aa93c68f142e862ad549f3d2bdf414a01a957369b08b2a78f26a1162056ee1c4,How well does the following statement describe you? Please indicate your answer on a scale from 0 to 10. Please answer with a single number: I am good at math.,7,Good at math,22,female,Jordan
4c2be0b9-b149-462f-a9e1-f5fafcf8ae53,aa93c68f142e862ad549f3d2bdf414a01a957369b08b2a78f26a1162056ee1c4,How well does the following statement describe you? Please indicate your answer on a scale from 0 to 10. Please answer with a single number: I tend to postpone tasks even if I know it would be better to do them right away.,7,Procrastinate,22,female,Jordan
4c2be0b9-b149-462f-a9e1-f5fafcf8ae53,aa93c68f142e862ad549f3d2bdf414a01a957369b08b2a78f26a1162056ee1c4,"You are in an area you are not familiar with, and you realize that you lost your way. You ask a stranger for directions. The stranger offers to take you to your destination. Helping you costs the stranger about 40 U.S. dollars in total. However, the stranger says they do not want any money from you. You have six presents with you with values 10, 20, 30, 50, and 60$ respectively. What is the value of the present you would give? Only answer with a single number, answer with 0 if you don't want to give one.",30,Present giving,22,female,Jordan
4c2be0b9-b149-462f-a9e1-f5fafcf8ae53,aa93c68f142e862ad549f3d2bdf414a01a957369b08b2a78f26a1162056ee1c4,"Imagine the following situation: Today you unexpectedly received 1,600 U.S. dollars. How much of this amount would you donate to a good cause? Please answer with a single number.",500,Donate,22,female,Jordan
4c2be0b9-b149-462f-a9e1-f5fafcf8ae53,aa93c68f142e862ad549f3d2bdf414a01a957369b08b2a78f26a1162056ee1c4,"What would you prefer? Option 1: A draw with a 50-percent chance of receiving 30 JOD and the same 50-percent chance of receiving nothing, OR Option 2: 1 JOD as a sure payment? Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.",0,Risk 1,22,female,Jordan
4c2be0b9-b149-462f-a9e1-f5fafcf8ae53,aa93c68f142e862ad549f3d2bdf414a01a957369b08b2a78f26a1162056ee1c4,What would you prefer? Option 1: A payment of 20 JOD today OR Option 2: 20.6 JOD in 12 months. Please assume there is no inflation. Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.,Option 1,Delay 20.6,22,female,Jordan
4c2be0b9-b149-462f-a9e1-f5fafcf8ae53,aa93c68f142e862ad549f3d2bdf414a01a957369b08b2a78f26a1162056ee1c4,What would you prefer? Option 1: A payment of 20 JOD today OR Option 2: 21.22 JOD in 12 months. Please assume there is no inflation. Answer 'Option 1' or 'Option 2'. Don't add other words or explanations.,Option 1,Delay 21.22,22,female,Jordan
