Participant ID,Participant Hash,Question,Answer,Short Title,Age,Gender,Country
83c5cb2d-7ad0-4155-8354-787e0f87b767,2f22b86b07fe35e3d9fa45c4a5b6e54527a07a59b388053e625da86caf012bce,"How willing or unwilling are you to take risks? Using a scale from 0 to 10, please answer with a single number.",I would rate my willingness to take risks as a 5.,Willingness to take risk,51,male,Serbia
83c5cb2d-7ad0-4155-8354-787e0f87b767,2f22b86b07fe35e3d9fa45c4a5b6e54527a07a59b388053e625da86caf012bce,"How willing are you to give up something that is beneficial for you today in order to benefit more from that in the future? Please indicate your answer on a scale from 0 to 10, answer with a single number, don't add other words.",7,Willingness to delay consumption,51,male,Serbia
83c5cb2d-7ad0-4155-8354-787e0f87b767,2f22b86b07fe35e3d9fa45c4a5b6e54527a07a59b388053e625da86caf012bce,"How willing are you to punish someone who treats you unfairly, even if there may be costs for you? Please indicate your answer on a scale from 0 to 10, please answer with a single number, don't add other words.",7,Personal retribution,51,male,Serbia
83c5cb2d-7ad0-4155-8354-787e0f87b767,2f22b86b07fe35e3d9fa45c4a5b6e54527a07a59b388053e625da86caf012bce,"How willing are you to punish someone who treats others unfairly, even if there may be costs for you? Please indicate your answer on a scale from 0 to 10, answer with a single number, don't add other words.",7,Retribution on others' behalf,51,male,Serbia
83c5cb2d-7ad0-4155-8354-787e0f87b767,2f22b86b07fe35e3d9fa45c4a5b6e54527a07a59b388053e625da86caf012bce,"How willing are you to give to good causes without expecting anything in return? Please indicate your answer on a scale from 0 to 10, answer with a single number, don't add other words.",8,Willingness to donate,51,male,Serbia
83c5cb2d-7ad0-4155-8354-787e0f87b767,2f22b86b07fe35e3d9fa45c4a5b6e54527a07a59b388053e625da86caf012bce,"How well does the following statement describe you? Please indicate your answer on a scale from 0 to 10. Please answer with a single number: When someone does me a favor, I am willing to return it.",8,Will return favor,51,male,Serbia
83c5cb2d-7ad0-4155-8354-787e0f87b767,2f22b86b07fe35e3d9fa45c4a5b6e54527a07a59b388053e625da86caf012bce,"How well does the following statement describe you? Please indicate your answer on a scale from 0 to 10. Please answer with a single number: If I am treated very unjustly, I will take revenge at the first occasion, even if there is a cost to do so.",4,Will do revenge,51,male,Serbia
83c5cb2d-7ad0-4155-8354-787e0f87b767,2f22b86b07fe35e3d9fa45c4a5b6e54527a07a59b388053e625da86caf012bce,How well does the following statement describe you? Please indicate your answer on a scale from 0 to 10. Please answer with a single number: I assume that people have only the best intentions.,4,People have best intentions,51,male,Serbia
83c5cb2d-7ad0-4155-8354-787e0f87b767,2f22b86b07fe35e3d9fa45c4a5b6e54527a07a59b388053e625da86caf012bce,How well does the following statement describe you? Please indicate your answer on a scale from 0 to 10. Please answer with a single number: I am good at math.,7,Good at math,51,male,Serbia
83c5cb2d-7ad0-4155-8354-787e0f87b767,2f22b86b07fe35e3d9fa45c4a5b6e54527a07a59b388053e625da86caf012bce,How well does the following statement describe you? Please indicate your answer on a scale from 0 to 10. Please answer with a single number: I tend to postpone tasks even if I know it would be better to do them right away.,6,Procrastinate,51,male,Serbia
